,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,"(0.7094594594594594, array([0.67857143, 0.69907407, 0.75      , 1.        , 0.875     ]))","(0.7736486486486487, array([0.78571429, 0.76388889, 0.625     , 1.        , 0.875     ]))","(0.8581081081081081, array([0.96428571, 0.81944444, 1.        , 1.        , 0.875     ]))","(0.7837837837837838, array([0.85714286, 0.76388889, 0.875     , 0.75      , 0.75      ]))","(0.7635135135135135, array([0.80357143, 0.74074074, 0.875     , 1.        , 0.75      ]))","(0.7837837837837838, array([0.83928571, 0.75925926, 0.875     , 1.        , 0.75      ]))","(0.7533783783783784, array([0.82142857, 0.73148148, 0.875     , 0.875     , 0.625     ]))","(0.7871621621621622, array([0.83928571, 0.75925926, 0.875     , 1.        , 0.875     ]))","(0.831081081081081, array([0.92857143, 0.81018519, 0.75      , 1.        , 0.625     ]))","(0.7871621621621622, array([0.83928571, 0.77314815, 0.75      , 1.        , 0.625     ]))","(0.7635135135135135, array([0.94642857, 0.7037037 , 1.        , 0.875     , 0.75      ]))","(0.7668918918918919, array([0.98214286, 0.7037037 , 1.        , 0.75      , 0.75      ]))","(0.7736486486486487, array([0.82142857, 0.76851852, 0.625     , 0.75      , 0.75      ]))","(0.793918918918919, array([0.89285714, 0.76851852, 0.625     , 0.875     , 0.875     ]))","(0.777027027027027, array([0.91071429, 0.74537037, 0.875     , 0.625     , 0.75      ]))","(0.8074324324324325, array([0.78571429, 0.80555556, 0.875     , 0.875     , 0.875     ]))","(0.7331081081081081, array([0.73214286, 0.74074074, 0.625     , 0.625     , 0.75      ]))","(0.8209459459459459, array([0.91071429, 0.81944444, 0.75      , 0.875     , 0.25      ]))","(0.7702702702702703, array([0.80357143, 0.75462963, 1.        , 0.75      , 0.75      ]))","(0.8108108108108109, array([0.91071429, 0.79166667, 0.875     , 0.75      , 0.625     ]))","(0.777027027027027, array([0.83928571, 0.75      , 1.        , 1.        , 0.625     ]))","(0.793918918918919, array([0.82142857, 0.77314815, 0.875     , 1.        , 0.875     ]))","(0.7736486486486487, array([0.85714286, 0.74537037, 0.75      , 0.75      , 1.        ]))","(0.7533783783783784, array([0.875     , 0.74537037, 0.5       , 0.5       , 0.625     ]))","(0.7702702702702703, array([0.82142857, 0.75      , 0.875     , 0.625     , 1.        ]))","(0.7635135135135135, array([0.82142857, 0.74074074, 0.875     , 0.875     , 0.75      ]))","(0.7567567567567568, array([0.89285714, 0.71296296, 0.875     , 1.        , 0.625     ]))","(0.8141891891891891, array([0.875     , 0.80092593, 0.75      , 1.        , 0.625     ]))","(0.7905405405405406, array([0.89285714, 0.76851852, 0.75      , 0.625     , 0.875     ]))","(0.7804054054054054, array([0.85714286, 0.75925926, 0.875     , 0.875     , 0.625     ]))","(0.7837837837837838, array([0.92857143, 0.75      , 0.75      , 0.75      , 0.75      ]))","(0.7972972972972973, array([0.875     , 0.77314815, 0.875     , 0.875     , 0.75      ]))","(0.7702702702702703, array([0.875     , 0.73611111, 0.875     , 0.75      , 0.875     ]))","(0.8175675675675675, array([0.80357143, 0.81481481, 0.875     , 0.875     , 0.875     ]))","(0.7533783783783784, array([0.80357143, 0.74074074, 0.625     , 0.75      , 0.875     ]))","(0.7601351351351351, array([0.85714286, 0.71759259, 1.        , 0.875     , 0.875     ]))","(0.7804054054054054, array([0.82142857, 0.75925926, 1.        , 1.        , 0.625     ]))","(0.793918918918919, array([0.875     , 0.77314815, 0.875     , 0.75      , 0.75      ]))","(0.7804054054054054, array([0.85714286, 0.74537037, 0.875     , 1.        , 0.875     ]))","(0.8040540540540541, array([0.94642857, 0.76851852, 0.75      , 1.        , 0.625     ]))","(0.8243243243243243, array([0.875     , 0.80555556, 0.875     , 1.        , 0.75      ]))","(0.777027027027027, array([0.89285714, 0.74074074, 0.625     , 1.        , 0.875     ]))","(0.7804054054054054, array([0.875     , 0.74074074, 1.        , 1.        , 0.75      ]))","(0.8074324324324325, array([0.875    , 0.7962963, 0.875    , 0.75     , 0.625    ]))","(0.8074324324324325, array([0.98214286, 0.76388889, 0.75      , 0.75      , 0.875     ]))","(0.7905405405405406, array([0.875     , 0.78240741, 0.25      , 0.75      , 1.        ]))","(0.8209459459459459, array([0.92857143, 0.7962963 , 0.875     , 0.875     , 0.625     ]))","(0.793918918918919, array([0.875     , 0.78240741, 0.625     , 0.75      , 0.75      ]))","(0.7635135135135135, array([0.82142857, 0.75925926, 0.75      , 0.5       , 0.75      ]))","(0.7837837837837838, array([0.875     , 0.75925926, 0.625     , 1.        , 0.75      ]))","(0.7364864864864865, array([0.78571429, 0.71296296, 0.875     , 1.        , 0.625     ]))","(0.75, array([0.82142857, 0.73148148, 0.75      , 0.75      , 0.75      ]))","(0.7905405405405406, array([0.80357143, 0.76851852, 0.875     , 1.        , 1.        ]))","(0.7466216216216216, array([0.85714286, 0.69907407, 0.875     , 1.        , 0.875     ]))","(0.7837837837837838, array([0.85714286, 0.75462963, 0.75      , 1.        , 0.875     ]))","(0.7128378378378378, array([0.85714286, 0.64814815, 0.875     , 1.        , 1.        ]))","(0.7601351351351351, array([0.78571429, 0.75925926, 0.875     , 0.5       , 0.75      ]))","(0.7804054054054054, array([0.89285714, 0.73611111, 0.875     , 1.        , 0.875     ]))","(0.793918918918919, array([0.92857143, 0.74537037, 1.        , 1.        , 0.75      ]))","(0.7668918918918919, array([0.76785714, 0.75925926, 0.875     , 0.75      , 0.875     ]))","(0.7668918918918919, array([0.89285714, 0.72685185, 1.        , 0.75      , 0.75      ]))","(0.8040540540540541, array([0.92857143, 0.77314815, 0.75      , 0.75      , 0.875     ]))","(0.7736486486486487, array([0.91071429, 0.74074074, 0.75      , 0.75      , 0.75      ]))","(0.7871621621621622, array([0.75      , 0.79166667, 0.875     , 0.75      , 0.875     ]))","(0.7567567567567568, array([0.80357143, 0.74537037, 1.        , 0.625     , 0.625     ]))","(0.8074324324324325, array([0.94642857, 0.77314815, 0.875     , 0.75      , 0.75      ]))","(0.8006756756756757, array([0.91071429, 0.75925926, 0.875     , 1.        , 0.875     ]))","(0.793918918918919, array([0.875     , 0.76388889, 0.875     , 0.875     , 0.875     ]))","(0.777027027027027, array([0.92857143, 0.72222222, 0.875     , 1.        , 0.875     ]))","(0.75, array([0.89285714, 0.71759259, 0.75      , 0.75      , 0.625     ]))","(0.7635135135135135, array([0.85714286, 0.74537037, 0.5       , 0.625     , 1.        ]))","(0.777027027027027, array([0.82142857, 0.75462963, 1.        , 1.        , 0.625     ]))","(0.8209459459459459, array([0.94642857, 0.77777778, 1.        , 0.875     , 0.875     ]))","(0.7668918918918919, array([0.94642857, 0.74074074, 0.5       , 0.5       , 0.75      ]))","(0.7635135135135135, array([0.75      , 0.74537037, 1.        , 1.        , 0.875     ]))","(0.7871621621621622, array([0.92857143, 0.75      , 1.        , 0.75      , 0.625     ]))","(0.7905405405405406, array([0.91071429, 0.76388889, 0.75      , 0.75      , 0.75      ]))","(0.7601351351351351, array([0.82142857, 0.72685185, 1.        , 0.875     , 0.875     ]))","(0.75, array([0.83928571, 0.73148148, 0.75      , 0.625     , 0.75      ]))","(0.7905405405405406, array([0.92857143, 0.74537037, 1.        , 0.875     , 0.75      ]))","(0.847972972972973, array([0.96428571, 0.80555556, 1.        , 0.875     , 1.        ]))","(0.7668918918918919, array([0.71428571, 0.78703704, 0.75      , 0.875     , 0.5       ]))","(0.8006756756756757, array([0.82142857, 0.7962963 , 0.75      , 0.875     , 0.75      ]))","(0.793918918918919, array([0.83928571, 0.77777778, 0.875     , 0.875     , 0.75      ]))","(0.7804054054054054, array([0.92857143, 0.75      , 0.875     , 0.5       , 0.75      ]))","(0.8141891891891891, array([0.91071429, 0.79166667, 0.75      , 1.        , 0.625     ]))","(0.8040540540540541, array([0.94642857, 0.78240741, 0.625     , 0.75      , 0.625     ]))","(0.8006756756756757, array([0.875     , 0.77314815, 0.875     , 0.875     , 0.875     ]))","(0.8040540540540541, array([0.98214286, 0.75925926, 0.875     , 0.625     , 0.875     ]))","(0.793918918918919, array([0.82142857, 0.78240741, 0.75      , 0.75      , 1.        ]))","(0.7804054054054054, array([0.94642857, 0.73611111, 0.5       , 0.875     , 1.        ]))","(0.7804054054054054, array([0.80357143, 0.76388889, 0.875     , 1.        , 0.75      ]))","(0.777027027027027, array([0.82142857, 0.76388889, 0.875     , 0.625     , 0.875     ]))","(0.7635135135135135, array([0.96428571, 0.70833333, 0.875     , 0.625     , 0.875     ]))","(0.7871621621621622, array([0.92857143, 0.74537037, 0.75      , 1.        , 0.75      ]))","(0.7804054054054054, array([0.875     , 0.76388889, 0.75      , 0.375     , 1.        ]))","(0.8108108108108109, array([0.94642857, 0.77777778, 0.75      , 0.75      , 0.875     ]))","(0.793918918918919, array([0.92857143, 0.75462963, 1.        , 1.        , 0.5       ]))","(0.7804054054054054, array([0.875     , 0.75462963, 1.        , 0.875     , 0.5       ]))","(0.8277027027027027, array([0.875     , 0.80555556, 0.875     , 1.        , 0.875     ]))","(0.8175675675675675, array([0.91071429, 0.7962963 , 0.75      , 0.875     , 0.75      ]))","(0.7601351351351351, array([0.71428571, 0.76388889, 0.625     , 0.875     , 1.        ]))","(0.7702702702702703, array([0.80357143, 0.75      , 1.        , 0.875     , 0.75      ]))","(0.7972972972972973, array([0.92857143, 0.76851852, 0.75      , 0.875     , 0.625     ]))","(0.847972972972973, array([0.83928571, 0.83796296, 1.        , 1.        , 0.875     ]))","(0.8108108108108109, array([0.92857143, 0.78240741, 0.875     , 0.875     , 0.625     ]))","(0.8175675675675675, array([0.89285714, 0.78703704, 0.875     , 0.875     , 1.        ]))","(0.7804054054054054, array([0.89285714, 0.73611111, 0.875     , 1.        , 0.875     ]))","(0.8445945945945946, array([0.91071429, 0.81944444, 1.        , 0.875     , 0.875     ]))","(0.7837837837837838, array([0.73214286, 0.79166667, 1.        , 0.875     , 0.625     ]))","(0.8006756756756757, array([0.94642857, 0.75462963, 0.75      , 1.        , 0.875     ]))","(0.7668918918918919, array([0.85714286, 0.73611111, 0.875     , 0.875     , 0.75      ]))","(0.7635135135135135, array([0.85714286, 0.74074074, 0.625     , 0.75      , 0.875     ]))","(0.7736486486486487, array([0.89285714, 0.72685185, 0.875     , 1.        , 0.875     ]))","(0.8040540540540541, array([0.83928571, 0.80092593, 0.5       , 1.        , 0.75      ]))","(0.8040540540540541, array([0.82142857, 0.78703704, 1.        , 1.        , 0.75      ]))","(0.847972972972973, array([0.94642857, 0.83333333, 0.625     , 0.75      , 0.875     ]))","(0.7736486486486487, array([0.875     , 0.74074074, 0.75      , 1.        , 0.75      ]))","(0.8209459459459459, array([0.92857143, 0.7962963 , 0.75      , 0.875     , 0.75      ]))","(0.7297297297297297, array([0.83928571, 0.68518519, 1.        , 0.875     , 0.75      ]))"
1,"(0.8175675675675675, array([0.83928571, 0.81018519, 1.        , 0.625     , 0.875     ]))","(0.7871621621621622, array([0.80357143, 0.76851852, 0.875     , 1.        , 0.875     ]))","(0.831081081081081, array([0.91071429, 0.80555556, 0.875     , 1.        , 0.75      ]))","(0.8074324324324325, array([0.89285714, 0.78240741, 0.75      , 0.875     , 0.875     ]))","(0.8141891891891891, array([0.91071429, 0.79166667, 0.75      , 0.75      , 0.875     ]))","(0.8513513513513513, array([0.94642857, 0.83333333, 0.875     , 0.625     , 0.875     ]))","(0.777027027027027, array([0.89285714, 0.74537037, 0.875     , 0.625     , 0.875     ]))","(0.7162162162162162, array([0.875     , 0.66666667, 0.875     , 0.625     , 0.875     ]))","(0.8209459459459459, array([0.92857143, 0.78240741, 1.        , 1.        , 0.75      ]))","(0.7668918918918919, array([0.82142857, 0.73148148, 0.875     , 1.        , 1.        ]))","(0.8209459459459459, array([0.92857143, 0.79166667, 0.875     , 0.75      , 0.875     ]))","(0.8277027027027027, array([0.92857143, 0.79166667, 0.875     , 0.875     , 1.        ]))","(0.8445945945945946, array([0.91071429, 0.81481481, 0.875     , 1.        , 1.        ]))","(0.793918918918919, array([0.89285714, 0.76851852, 0.625     , 0.875     , 0.875     ]))","(0.7905405405405406, array([0.92857143, 0.73611111, 1.        , 1.        , 0.875     ]))","(0.7871621621621622, array([0.92857143, 0.74074074, 0.875     , 0.875     , 0.875     ]))","(0.7736486486486487, array([0.85714286, 0.75      , 0.875     , 1.        , 0.5       ]))","(0.7905405405405406, array([0.85714286, 0.77314815, 0.5       , 1.        , 0.875     ]))","(0.7905405405405406, array([0.91071429, 0.75      , 0.875     , 0.875     , 0.875     ]))","(0.8074324324324325, array([0.94642857, 0.76851852, 0.75      , 0.875     , 0.875     ]))","(0.777027027027027, array([0.78571429, 0.76388889, 0.875     , 1.        , 0.75      ]))","(0.8141891891891891, array([0.91071429, 0.7962963 , 0.625     , 1.        , 0.625     ]))","(0.7668918918918919, array([0.875     , 0.74074074, 0.75      , 0.75      , 0.75      ]))","(0.75, array([0.89285714, 0.71759259, 0.625     , 0.625     , 0.875     ]))","(0.8378378378378378, array([0.98214286, 0.80092593, 1.        , 0.75      , 0.75      ]))","(0.8108108108108109, array([0.94642857, 0.77777778, 0.75      , 1.        , 0.625     ]))","(0.7804054054054054, array([0.91071429, 0.72685185, 0.875     , 1.        , 1.        ]))","(0.8108108108108109, array([0.92857143, 0.77777778, 0.875     , 0.75      , 0.875     ]))","(0.7635135135135135, array([0.89285714, 0.73611111, 0.75      , 0.625     , 0.75      ]))","(0.8074324324324325, array([0.78571429, 0.81018519, 0.75      , 0.75      , 1.        ]))","(0.8141891891891891, array([0.91071429, 0.78240741, 0.625     , 1.        , 1.        ]))","(0.793918918918919, array([0.85714286, 0.80092593, 0.625     , 0.25      , 0.875     ]))","(0.8175675675675675, array([0.85714286, 0.7962963 , 1.        , 1.        , 0.75      ]))","(0.8074324324324325, array([0.92857143, 0.76851852, 1.        , 0.625     , 1.        ]))","(0.7972972972972973, array([0.91071429, 0.75925926, 1.        , 0.875     , 0.75      ]))","(0.7668918918918919, array([0.83928571, 0.74537037, 1.        , 0.625     , 0.75      ]))","(0.7702702702702703, array([0.875     , 0.74074074, 0.75      , 1.        , 0.625     ]))","(0.7804054054054054, array([0.89285714, 0.73611111, 1.        , 1.        , 0.75      ]))","(0.7972972972972973, array([0.85714286, 0.77777778, 0.875     , 1.        , 0.625     ]))","(0.7905405405405406, array([0.83928571, 0.75925926, 0.875     , 1.        , 1.        ]))","(0.7972972972972973, array([0.98214286, 0.74537037, 0.625     , 0.875     , 1.        ]))","(0.777027027027027, array([0.78571429, 0.76851852, 0.875     , 1.        , 0.625     ]))","(0.793918918918919, array([0.85714286, 0.77314815, 0.75      , 1.        , 0.75      ]))","(0.793918918918919, array([0.91071429, 0.75462963, 1.        , 0.875     , 0.75      ]))","(0.793918918918919, array([0.85714286, 0.77314815, 0.875     , 0.875     , 0.75      ]))","(0.8141891891891891, array([0.875    , 0.7962963, 0.875    , 1.       , 0.625    ]))","(0.8006756756756757, array([0.82142857, 0.78703704, 0.75      , 1.        , 0.875     ]))","(0.8209459459459459, array([0.83928571, 0.81481481, 0.75      , 0.875     , 0.875     ]))","(0.7567567567567568, array([0.875     , 0.72685185, 0.75      , 0.75      , 0.75      ]))","(0.793918918918919, array([0.94642857, 0.76851852, 0.625     , 0.625     , 0.75      ]))","(0.7702702702702703, array([0.875     , 0.74074074, 0.75      , 0.75      , 0.875     ]))","(0.7601351351351351, array([0.89285714, 0.73148148, 0.875     , 0.75      , 0.5       ]))","(0.7297297297297297, array([0.875     , 0.68055556, 0.625     , 1.        , 0.875     ]))","(0.7804054054054054, array([0.85714286, 0.74074074, 1.        , 1.        , 0.875     ]))","(0.7905405405405406, array([0.76785714, 0.78703704, 0.875     , 0.875     , 0.875     ]))","(0.847972972972973, array([0.92857143, 0.82407407, 0.625     , 1.        , 1.        ]))","(0.8040540540540541, array([0.875     , 0.78240741, 0.75      , 1.        , 0.75      ]))","(0.7905405405405406, array([0.92857143, 0.75925926, 0.625     , 1.        , 0.625     ]))","(0.8074324324324325, array([0.83928571, 0.7962963 , 0.875     , 0.625     , 1.        ]))","(0.8378378378378378, array([0.91071429, 0.81481481, 0.75      , 1.        , 0.875     ]))","(0.7668918918918919, array([0.80357143, 0.75925926, 0.75      , 0.875     , 0.625     ]))","(0.7736486486486487, array([0.875     , 0.75462963, 0.5       , 0.875     , 0.75      ]))","(0.7331081081081081, array([0.78571429, 0.72222222, 0.75      , 0.75      , 0.625     ]))","(0.7871621621621622, array([0.92857143, 0.74074074, 1.        , 0.75      , 0.875     ]))","(0.7601351351351351, array([0.91071429, 0.71759259, 0.75      , 1.        , 0.625     ]))","(0.8006756756756757, array([0.85714286, 0.79166667, 0.625     , 0.875     , 0.75      ]))","(0.8040540540540541, array([0.875     , 0.79166667, 0.875     , 0.5       , 0.875     ]))","(0.793918918918919, array([0.94642857, 0.76388889, 0.375     , 1.        , 0.75      ]))","(0.8243243243243243, array([0.83928571, 0.8287037 , 0.75      , 0.625     , 0.875     ]))","(0.8006756756756757, array([0.78571429, 0.81018519, 0.625     , 0.875     , 0.75      ]))","(0.777027027027027, array([0.82142857, 0.76851852, 0.625     , 0.75      , 0.875     ]))","(0.793918918918919, array([0.92857143, 0.74537037, 0.75      , 1.        , 1.        ]))","(0.793918918918919, array([0.875     , 0.79166667, 0.75      , 0.625     , 0.5       ]))","(0.7804054054054054, array([0.85714286, 0.75      , 1.        , 1.        , 0.625     ]))","(0.7466216216216216, array([0.78571429, 0.73148148, 0.875     , 0.5       , 1.        ]))","(0.8243243243243243, array([0.98214286, 0.79166667, 0.5       , 1.        , 0.75      ]))","(0.7736486486486487, array([0.71428571, 0.77777778, 0.75      , 1.        , 0.875     ]))","(0.8175675675675675, array([0.85714286, 0.80092593, 0.75      , 1.        , 0.875     ]))","(0.7601351351351351, array([0.875     , 0.72222222, 0.75      , 0.875     , 0.875     ]))","(0.793918918918919, array([0.82142857, 0.78240741, 0.875     , 0.75      , 0.875     ]))","(0.8040540540540541, array([0.89285714, 0.78240741, 0.75      , 0.875     , 0.75      ]))","(0.831081081081081, array([0.94642857, 0.78703704, 1.        , 1.        , 0.875     ]))","(0.8243243243243243, array([0.92857143, 0.79166667, 1.        , 0.875     , 0.75      ]))","(0.7837837837837838, array([0.82142857, 0.76851852, 1.        , 0.75      , 0.75      ]))","(0.7804054054054054, array([0.91071429, 0.74537037, 0.75      , 1.        , 0.625     ]))","(0.7837837837837838, array([0.83928571, 0.77314815, 0.5       , 1.        , 0.75      ]))","(0.75, array([0.89285714, 0.70833333, 0.875     , 1.        , 0.5       ]))","(0.7871621621621622, array([0.91071429, 0.76388889, 0.625     , 0.75      , 0.75      ]))","(0.8040540540540541, array([0.875     , 0.78240741, 0.75      , 0.75      , 1.        ]))","(0.7837837837837838, array([0.83928571, 0.76388889, 1.        , 1.        , 0.5       ]))","(0.777027027027027, array([0.83928571, 0.74074074, 1.        , 1.        , 0.875     ]))","(0.7972972972972973, array([0.85714286, 0.77777778, 0.625     , 1.        , 0.875     ]))","(0.8209459459459459, array([0.85714286, 0.8287037 , 0.75      , 0.625     , 0.625     ]))","(0.7972972972972973, array([0.83928571, 0.78240741, 0.875     , 0.75      , 0.875     ]))","(0.7837837837837838, array([0.89285714, 0.75      , 0.875     , 0.875     , 0.75      ]))","(0.8040540540540541, array([0.91071429, 0.77777778, 0.625     , 0.875     , 0.875     ]))","(0.8040540540540541, array([0.83928571, 0.78240741, 1.        , 0.875     , 0.875     ]))","(0.7972972972972973, array([0.94642857, 0.75462963, 0.75      , 0.875     , 0.875     ]))","(0.7905405405405406, array([0.89285714, 0.75      , 1.        , 0.875     , 0.875     ]))","(0.7702702702702703, array([0.85714286, 0.75      , 0.75      , 0.75      , 0.75      ]))","(0.7432432432432432, array([0.83928571, 0.71759259, 0.5       , 1.        , 0.75      ]))","(0.7736486486486487, array([0.82142857, 0.74074074, 1.        , 1.        , 0.875     ]))","(0.7972972972972973, array([0.875     , 0.76851852, 0.875     , 0.875     , 0.875     ]))","(0.777027027027027, array([0.75      , 0.77314815, 1.        , 0.75      , 0.875     ]))","(0.793918918918919, array([0.85714286, 0.7962963 , 0.625     , 0.75      , 0.5       ]))","(0.8175675675675675, array([0.85714286, 0.7962963 , 0.875     , 1.        , 0.875     ]))","(0.7635135135135135, array([0.78571429, 0.75      , 1.        , 0.75      , 0.75      ]))","(0.8040540540540541, array([0.96428571, 0.78240741, 0.625     , 0.5       , 0.75      ]))","(0.8277027027027027, array([0.98214286, 0.77314815, 1.        , 1.        , 0.875     ]))","(0.7601351351351351, array([0.78571429, 0.75925926, 0.625     , 0.75      , 0.75      ]))","(0.7871621621621622, array([0.91071429, 0.75      , 0.875     , 0.75      , 0.875     ]))","(0.8141891891891891, array([0.92857143, 0.78703704, 0.875     , 0.75      , 0.75      ]))","(0.7871621621621622, array([0.89285714, 0.76388889, 1.        , 0.625     , 0.625     ]))","(0.7804054054054054, array([0.80357143, 0.75925926, 0.875     , 1.        , 0.875     ]))","(0.7364864864864865, array([0.875     , 0.69907407, 0.875     , 0.75      , 0.625     ]))","(0.7905405405405406, array([0.83928571, 0.76851852, 1.        , 0.75      , 0.875     ]))","(0.7972972972972973, array([0.85714286, 0.77777778, 0.875     , 0.875     , 0.75      ]))","(0.7804054054054054, array([0.82142857, 0.75925926, 1.        , 0.75      , 0.875     ]))","(0.7601351351351351, array([0.875     , 0.73611111, 0.5       , 1.        , 0.625     ]))","(0.7871621621621622, array([0.875     , 0.75462963, 0.75      , 0.875     , 1.        ]))"
