,entire,0,1,2,4
0,0.9003322259136213,0.9841269841269841,0.9396551724137931,0.75,0.9736842105263158
1,0.8737541528239202,0.958904109589041,0.8785046728971962,0.6875,0.9649122807017544
2,0.8604651162790697,0.9493670886075949,0.8416666666666667,0.6727272727272727,0.9787234042553191
3,0.8837209302325582,0.9230769230769231,0.8909090909090909,0.7727272727272727,0.9574468085106383
4,0.8837209302325582,0.8939393939393939,0.9545454545454546,0.7341772151898734,0.9565217391304348
5,0.8770764119601329,0.875,0.8956521739130435,0.7857142857142857,0.9772727272727273
6,0.840531561461794,0.9305555555555556,0.8207547169811321,0.6986301369863014,0.96
7,0.8637873754152824,0.8867924528301887,0.9105691056910569,0.7246376811594203,0.9107142857142857
8,0.8571428571428571,0.9066666666666666,0.8910891089108911,0.7125,0.9555555555555556
9,0.9069767441860465,0.9384615384615385,0.92,0.7846153846153846,1.0
10,0.8637873754152824,0.9230769230769231,0.8849557522123894,0.72,0.9583333333333334
11,0.8637873754152824,0.9384615384615385,0.7966101694915254,0.8285714285714286,0.9791666666666666
12,0.8970099667774086,0.922077922077922,0.9338842975206612,0.7941176470588235,0.9142857142857143
13,0.867109634551495,0.9375,0.9083333333333333,0.7027027027027027,0.9302325581395349
14,0.8637873754152824,0.9384615384615385,0.8818181818181818,0.7272727272727273,0.9387755102040817
15,0.8737541528239202,0.9508196721311475,0.9405940594059405,0.6493506493506493,0.967741935483871
16,0.8870431893687708,0.9615384615384616,0.9047619047619048,0.6935483870967742,0.9642857142857143
17,0.8903654485049833,0.9491525423728814,0.8888888888888888,0.7777777777777778,0.9577464788732394
18,0.840531561461794,0.9180327868852459,0.9083333333333333,0.5972222222222222,0.9375
19,0.893687707641196,0.9466666666666667,0.8962264150943396,0.7538461538461538,0.9818181818181818
20,0.9136212624584718,0.9107142857142857,0.9385964912280702,0.8518518518518519,0.96
21,0.9036544850498339,0.9130434782608695,0.9411764705882353,0.8051948051948052,0.9622641509433962
22,0.9102990033222591,0.9696969696969697,0.9354838709677419,0.7142857142857143,0.9818181818181818
23,0.8571428571428571,0.8961038961038961,0.8918918918918919,0.7272727272727273,0.9444444444444444
24,0.8903654485049833,0.9285714285714286,0.9,0.7792207792207793,1.0
25,0.8704318936877077,0.8765432098765432,0.9428571428571428,0.6818181818181818,0.9591836734693877
26,0.8903654485049833,0.9577464788732394,0.9310344827586207,0.726027397260274,0.9512195121951219
27,0.8803986710963455,0.9577464788732394,0.8736842105263158,0.7848101265822784,0.9285714285714286
28,0.840531561461794,0.8783783783783784,0.8782608695652174,0.6290322580645161,0.96
29,0.8737541528239202,0.9759036144578314,0.91,0.6268656716417911,0.9607843137254902
30,0.8538205980066446,0.890625,0.8947368421052632,0.6962025316455697,0.9772727272727273
31,0.8504983388704319,0.9,0.8947368421052632,0.6666666666666666,0.9761904761904762
32,0.867109634551495,0.9605263157894737,0.9017857142857143,0.6842105263157895,0.9459459459459459
33,0.893687707641196,0.9493670886075949,0.9224137931034483,0.7419354838709677,0.9318181818181818
34,0.8471760797342193,0.9322033898305084,0.8828828828828829,0.6744186046511628,0.9777777777777777
35,0.9069767441860465,0.9861111111111112,0.8870967741935484,0.8309859154929577,0.9705882352941176
36,0.8903654485049833,0.9393939393939394,0.8956521739130435,0.803030303030303,0.9259259259259259
37,0.8372093023255814,0.8395061728395061,0.875,0.6140350877192983,1.0
38,0.8637873754152824,0.8852459016393442,0.9007633587786259,0.6923076923076923,0.9772727272727273
39,0.8770764119601329,0.9428571428571428,0.9217391304347826,0.676056338028169,0.9777777777777777
40,0.8770764119601329,0.9454545454545454,0.9365079365079365,0.6710526315789473,0.9772727272727273
41,0.8870431893687708,0.9649122807017544,0.9099099099099099,0.7619047619047619,0.9591836734693877
42,0.8903654485049833,0.9523809523809523,0.8938053097345132,0.7972972972972973,0.9411764705882353
43,0.893687707641196,0.9310344827586207,0.923728813559322,0.7654320987654321,1.0
44,0.8504983388704319,0.9295774647887324,0.8571428571428571,0.7307692307692307,0.9148936170212766
45,0.8737541528239202,0.9516129032258065,0.9130434782608695,0.6756756756756757,0.98
46,0.867109634551495,0.9054054054054054,0.9043478260869565,0.6666666666666666,0.9795918367346939
47,0.8803986710963455,0.972972972972973,0.897196261682243,0.6805555555555556,1.0
48,0.8903654485049833,0.9733333333333334,0.9016393442622951,0.7142857142857143,0.975609756097561
49,0.8504983388704319,0.96,0.8785046728971962,0.6527777777777778,0.9148936170212766
50,0.8770764119601329,0.9552238805970149,0.9310344827586207,0.6923076923076923,0.95
51,0.8637873754152824,0.9552238805970149,0.8648648648648649,0.676056338028169,1.0
52,0.9136212624584718,0.9577464788732394,0.912621359223301,0.796875,0.9841269841269841
