,entire,marked_benign,unmarked_benign,marked_malignant,unmarked_malignant
0,0.8491803278688524,0.7368421052631579,0.9136690647482014,0.8764044943820225,0.6896551724137931
1,0.8229508196721311,0.5882352941176471,0.8273381294964028,0.8681318681318682,0.8103448275862069
2,0.7737704918032787,0.7931034482758621,0.7724137931034483,0.8356164383561644,0.6896551724137931
3,0.8459016393442623,0.7647058823529411,0.8367346938775511,0.9125,0.8032786885245902
4,0.8688524590163934,0.8421052631578947,0.9103448275862069,0.8837209302325582,0.7454545454545455
5,0.7770491803278688,0.8695652173913043,0.8142857142857143,0.7948717948717948,0.640625
6,0.8622950819672132,0.9642857142857143,0.8666666666666667,0.88,0.7692307692307693
7,0.8262295081967214,0.8378378378378378,0.8424657534246576,0.8636363636363636,0.7321428571428571
8,0.8622950819672132,0.7727272727272727,0.9013157894736842,0.9054054054054054,0.7368421052631579
9,0.8426229508196721,0.7727272727272727,0.8866666666666667,0.9090909090909091,0.6
10,0.8098360655737705,0.7894736842105263,0.7952755905511811,0.8913043478260869,0.7313432835820896
11,0.8229508196721311,0.7142857142857143,0.8590604026845637,0.825,0.7636363636363637
12,0.7967213114754098,0.4782608695652174,0.847682119205298,0.8888888888888888,0.64
13,0.8163934426229508,0.8846153846153846,0.855072463768116,0.8611111111111112,0.6666666666666666
14,0.8131147540983606,0.6842105263157895,0.85,0.7974683544303798,0.7910447761194029
15,0.8590163934426229,0.9411764705882353,0.8972602739726028,0.8875,0.7096774193548387
16,0.8032786885245902,0.8214285714285714,0.8402777777777778,0.8148148148148148,0.6730769230769231
17,0.7737704918032787,0.5,0.8466666666666667,0.8552631578947368,0.5818181818181818
18,0.8688524590163934,0.8333333333333334,0.901840490797546,0.9130434782608695,0.7272727272727273
19,0.8557377049180328,0.6842105263157895,0.9047619047619048,0.9148936170212766,0.6444444444444445
20,0.8327868852459016,0.6470588235294118,0.8888888888888888,0.8611111111111112,0.6851851851851852
21,0.8229508196721311,0.8260869565217391,0.8993288590604027,0.8414634146341463,0.5686274509803921
22,0.8688524590163934,0.8695652173913043,0.9030303030303031,0.8076923076923077,0.8461538461538461
23,0.7737704918032787,0.7083333333333334,0.8601398601398601,0.8051948051948052,0.5573770491803278
24,0.8229508196721311,0.8518518518518519,0.8208955223880597,0.9186046511627907,0.6724137931034483
25,0.8524590163934426,0.7307692307692307,0.9066666666666666,0.8717948717948718,0.7254901960784313
26,0.8131147540983606,0.7916666666666666,0.8064516129032258,0.9315068493150684,0.6792452830188679
27,0.8327868852459016,0.5882352941176471,0.8805031446540881,0.85,0.7346938775510204
28,0.8327868852459016,0.8095238095238095,0.8741258741258742,0.8404255319148937,0.7021276595744681
29,0.819672131147541,0.64,0.8373983739837398,0.898876404494382,0.75
30,0.7967213114754098,0.8181818181818182,0.8053691275167785,0.872093023255814,0.625
31,0.8721311475409836,0.7777777777777778,0.9166666666666666,0.9186046511627907,0.6666666666666666
32,0.839344262295082,0.8333333333333334,0.8823529411764706,0.8505747126436781,0.7241379310344828
33,0.8360655737704918,0.8333333333333334,0.9090909090909091,0.775,0.7169811320754716
34,0.8,0.6818181818181818,0.8490566037735849,0.868421052631579,0.5833333333333334
35,0.8590163934426229,0.9090909090909091,0.8602941176470589,0.87,0.8275862068965517
36,0.8590163934426229,0.65,0.8827586206896552,0.8936170212765957,0.8043478260869565
37,0.8524590163934426,0.9285714285714286,0.9060402684563759,0.8255813953488372,0.7321428571428571
38,0.8754098360655738,0.7727272727272727,0.875,0.9239130434782609,0.8412698412698413
39,0.8327868852459016,0.6818181818181818,0.88,0.7976190476190477,0.8163265306122449
40,0.8491803278688524,0.9047619047619048,0.9375,0.7848101265822784,0.7049180327868853
41,0.8163934426229508,0.6842105263157895,0.841726618705036,0.8617021276595744,0.7169811320754716
42,0.8459016393442623,0.7222222222222222,0.8955223880597015,0.8723404255319149,0.7288135593220338
43,0.8295081967213115,0.6666666666666666,0.8258064516129032,0.9436619718309859,0.7586206896551724
44,0.8131147540983606,0.5,0.8145695364238411,0.8734177215189873,0.8363636363636363
45,0.8622950819672132,0.8,0.9324324324324325,0.8414634146341463,0.7272727272727273
46,0.8262295081967214,0.8695652173913043,0.8666666666666667,0.8210526315789474,0.7115384615384616
47,0.8426229508196721,0.92,0.8591549295774648,0.872093023255814,0.7115384615384616
48,0.8262295081967214,0.7647058823529411,0.89375,0.9178082191780822,0.5272727272727272
49,0.8622950819672132,0.9565217391304348,0.9013157894736842,0.881578947368421,0.6851851851851852
